id_respuesta_,tipo_respuesta,comentarios,fecha_respuesta
1334,A,Aceptamos los términos del servicio de mantenimiento,2024-02-10
1335,R,Descartamos la propuesta ante cambios en regulaciones del sector,2025-02-02
1336,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2024-04-25
1337,R,Rechazamos la solución por falta de soporte técnico local,2024-01-23
1338,R,Rechazamos la propuesta por incompatibilidad con nuestros sistemas actuales,2024-03-20
1339,A,Confirmamos nuestra aceptación a las condiciones técnicas propuestas,2025-01-25
1340,A,Aprobamos la arquitectura tecnológica sugerida,2024-02-01
1341,R,Rechazamos la ampliación de servicios por falta de presupuesto,2025-04-18
1342,R,Rechazamos la ampliación de servicios por falta de presupuesto,2024-02-01
1343,R,Rechazamos los tiempos de implementación como inviables,2024-03-18
1344,A,Aceptamos la solución propuesta y autorizamos el inicio inmediato,2024-07-25
1345,A,Aprobamos el alcance del proyecto tal como está definido,2024-09-25
1346,A,Confirmamos nuestra aceptación a las condiciones técnicas propuestas,2024-07-24
1347,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2024-04-24
1348,R,Rechazamos la ampliación de servicios por falta de presupuesto,2024-03-07
1349,A,Damos el visto bueno al cronograma presentado y confirmamos el pago inicial,2025-04-07
1350,A,Validamos los criterios de aceptación de pruebas,2024-12-10
1351,A,Aceptamos la implementación piloto bajo los términos acordados,2024-06-24
1352,A,Aprobamos el alcance del proyecto tal como está definido,2024-11-30
1353,A,Aprobamos el alcance del proyecto tal como está definido,2024-09-19
1354,A,Aceptamos los plazos y entregables establecidos en la propuesta,2025-01-03
1355,R,Descartamos la propuesta ante cambios en regulaciones del sector,2024-04-12
1356,R,Declinamos la oferta por considerar excesivos los costos de implementación,2024-05-05
1357,A,Aceptamos la implementación piloto bajo los términos acordados,2024-03-22
1358,A,Aprobamos el presupuesto completo sin objeciones,2024-02-21
1359,A,Confirmamos nuestra aceptación a las condiciones técnicas propuestas,2024-02-20
1360,A,Autorizamos el inicio del proyecto según lo planificado,2024-01-08
1361,A,Validamos los requisitos funcionales presentados,2024-02-14
1362,R,No aprobamos el contrato debido a cláusulas contractuales no negociables,2025-03-22
1363,R,Declinamos la oferta por considerar excesivos los costos de implementación,2025-04-04
1364,R,No aceptamos las licencias propuestas por costos ocultos,2024-10-24
1365,A,Aceptamos la solución propuesta y autorizamos el inicio inmediato,2024-07-01
1366,R,Cancelamos el proyecto por reestructuración organizacional,2024-10-13
1367,A,Validamos la propuesta y solicitamos la firma del contrato,2024-06-20
1368,A,Estamos de acuerdo con el plan de implementación y damos luz verde para iniciar,2024-08-21
1369,R,Rechazamos la inclusión del módulo adicional sugerido,2025-03-17
1370,A,Confirmamos nuestra satisfacción con la propuesta técnica,2024-07-23
1371,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2025-01-03
1372,A,Autorizamos el inicio del proyecto según lo planificado,2024-10-12
1373,R,Rechazamos la inclusión del módulo adicional sugerido,2024-06-15
1374,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2024-07-14
1375,R,Cancelamos el proyecto por reestructuración organizacional,2024-05-18
1376,A,Aceptamos la implementación piloto bajo los términos acordados,2024-10-14
1377,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2025-03-17
1378,R,No procedemos por falta de alineación con nuestra roadmap tecnológico,2024-05-23
1379,R,Declinamos por preferir una solución en la nube alternativa,2025-01-10
1380,A,Aceptamos la implementación piloto bajo los términos acordados,2024-03-20
1381,A,Aprobamos el alcance del proyecto tal como está definido,2025-04-04
1382,R,Cancelamos el proyecto por reestructuración organizacional,2024-06-04
1383,A,Aceptamos la modalidad de pago propuesta sin modificaciones,2024-06-17
1384,A,Aceptamos la escalabilidad propuesta para el sistema,2024-10-28
1385,A,Confirmamos el acuerdo de niveles de servicio (SLA),2024-01-12
1386,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2024-02-23
1387,A,Validamos los requisitos funcionales presentados,2024-05-30
1388,R,Rechazamos los tiempos de implementación como inviables,2025-04-27
1389,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-07-06
1390,A,Damos conformidad al plan de capacitación propuesto,2024-09-17
1391,R,Rechazamos la ampliación de servicios por falta de presupuesto,2025-02-12
1392,A,Estamos de acuerdo con el plan de implementación y damos luz verde para iniciar,2024-07-05
1393,A,Aceptamos la escalabilidad propuesta para el sistema,2025-04-24
1394,A,Validamos los requisitos funcionales presentados,2025-03-15
1395,A,Aceptamos la implementación piloto bajo los términos acordados,2025-03-19
1396,A,Aceptamos los plazos y entregables establecidos en la propuesta,2024-02-01
1397,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2024-03-18
1398,A,Validamos la propuesta y solicitamos la firma del contrato,2024-05-25
1399,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2024-02-11
1400,A,Estamos de acuerdo con el plan de implementación y damos luz verde para iniciar,2024-05-24
1401,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2025-03-29
1402,R,Rechazamos la inclusión del módulo adicional sugerido,2024-12-11
1403,R,Rechazamos la ampliación de servicios por falta de presupuesto,2024-02-24
1404,R,Rechazamos la ampliación de servicios por falta de presupuesto,2025-04-23
1405,A,Confirmamos nuestra satisfacción con la propuesta técnica,2024-10-09
1406,R,Rechazamos la ampliación de servicios por falta de presupuesto,2024-08-27
1407,A,Aprobamos el alcance del proyecto tal como está definido,2024-04-06
1408,A,Autorizamos el inicio del proyecto según lo planificado,2024-06-06
1409,A,Estamos de acuerdo con el plan de implementación y damos luz verde para iniciar,2025-04-07
1410,R,No aceptamos las licencias propuestas por costos ocultos,2024-12-25
1411,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2024-08-18
1412,A,Aceptamos la propuesta en su totalidad sin cambios,2024-09-13
1413,A,Aceptamos la solución propuesta y autorizamos el inicio inmediato,2025-02-02
1414,R,Rechazamos los tiempos de implementación como inviables,2024-12-27
1415,A,Aprobamos el alcance del proyecto tal como está definido,2024-01-01
1416,A,Aprobamos la arquitectura tecnológica sugerida,2024-11-08
1417,A,Aceptamos la propuesta en su totalidad sin cambios,2024-06-22
1418,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-07-17
1419,A,Aprobamos el alcance del proyecto tal como está definido,2024-03-13
1420,R,No procedemos por falta de alineación con nuestra roadmap tecnológico,2024-06-02
1421,A,Aprobamos el alcance del proyecto tal como está definido,2024-01-06
1422,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2024-12-25
1423,A,Aceptamos la modalidad de pago propuesta sin modificaciones,2025-01-09
1424,A,Validamos los requisitos funcionales presentados,2024-04-09
1425,A,Aceptamos la escalabilidad propuesta para el sistema,2024-12-07
1426,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2024-08-20
1427,A,Validamos los criterios de aceptación de pruebas,2024-05-04
1428,A,Confirmamos el acuerdo de niveles de servicio (SLA),2024-12-01
1429,A,Validamos los requisitos funcionales presentados,2025-02-05
1430,A,Autorizamos el inicio del proyecto según lo planificado,2025-03-31
1431,A,Validamos los requisitos funcionales presentados,2024-06-02
1432,R,Rechazamos el modelo de negocio propuesto,2024-03-30
1433,R,Rechazamos los tiempos de implementación como inviables,2024-10-19
1434,A,Autorizamos el inicio del proyecto según lo planificado,2025-04-20
1435,R,Rechazamos la solución por falta de soporte técnico local,2024-07-04
1436,R,Cancelamos el proyecto por reestructuración organizacional,2024-01-18
1437,R,Desestimamos la oferta por incumplir normativas internas,2025-02-07
1438,R,Rechazamos el modelo de negocio propuesto,2024-05-14
1439,A,Aprobamos el alcance del proyecto tal como está definido,2024-12-08
1440,A,Validamos la propuesta y solicitamos la firma del contrato,2024-05-29
1441,A,Aceptamos la escalabilidad propuesta para el sistema,2024-05-26
1442,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2025-01-20
1443,R,Rechazamos la solución por falta de soporte técnico local,2024-10-16
1444,R,Rechazamos la propuesta por incompatibilidad con nuestros sistemas actuales,2025-03-27
1445,R,Rechazamos la propuesta por incompatibilidad con nuestros sistemas actuales,2024-11-30
1446,A,Confirmamos nuestra aceptación a las condiciones técnicas propuestas,2024-12-19
1447,R,No estamos de acuerdo con los términos comerciales presentados,2024-06-02
1448,A,Aceptamos la implementación piloto bajo los términos acordados,2024-12-27
1449,R,Rechazamos la inclusión del módulo adicional sugerido,2024-09-25
1450,A,Damos el visto bueno al cronograma presentado y confirmamos el pago inicial,2025-03-20
1451,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2024-11-12
1452,R,Rechazamos los tiempos de implementación como inviables,2025-04-10
1453,A,Aceptamos la modalidad de pago propuesta sin modificaciones,2024-08-24
1454,A,Validamos la propuesta y solicitamos la firma del contrato,2024-02-27
1455,A,Aceptamos la escalabilidad propuesta para el sistema,2024-06-27
1456,R,No procedemos por falta de alineación con nuestra roadmap tecnológico,2025-03-13
1457,A,Aceptamos los términos del servicio de mantenimiento,2025-03-29
1458,A,Aceptamos la implementación piloto bajo los términos acordados,2024-12-20
1459,A,Damos el visto bueno al cronograma presentado y confirmamos el pago inicial,2024-10-01
1460,R,No aceptamos las licencias propuestas por costos ocultos,2024-07-21
1461,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2025-04-08
1462,A,Aceptamos la propuesta en su totalidad sin cambios,2024-09-25
1463,R,No aceptamos las licencias propuestas por costos ocultos,2025-04-04
1464,R,Rechazamos el modelo de negocio propuesto,2024-06-20
1465,R,Rechazamos el modelo de negocio propuesto,2024-05-11
1466,A,Aceptamos la escalabilidad propuesta para el sistema,2024-08-23
1467,R,No estamos de acuerdo con los términos comerciales presentados,2025-03-27
1468,A,Validamos los criterios de aceptación de pruebas,2024-09-27
1469,R,Descartamos la propuesta ante cambios en regulaciones del sector,2024-02-18
1470,R,Rechazamos la propuesta por incompatibilidad con nuestros sistemas actuales,2024-04-17
1471,A,Estamos de acuerdo con el plan de implementación y damos luz verde para iniciar,2025-01-25
1472,A,Confirmamos nuestra satisfacción con la propuesta técnica,2024-03-08
1473,R,Rechazamos la inclusión del módulo adicional sugerido,2024-02-05
1474,A,Validamos los requisitos funcionales presentados,2024-02-16
1475,R,Rechazamos la ampliación de servicios por falta de presupuesto,2025-04-26
1476,A,Aceptamos los plazos y entregables establecidos en la propuesta,2024-10-07
1477,A,Damos conformidad al plan de capacitación propuesto,2024-11-06
1478,R,Declinamos por preferir una solución en la nube alternativa,2025-02-09
1479,R,Declinamos la oferta por considerar excesivos los costos de implementación,2024-12-24
1480,A,Aceptamos la solución propuesta y autorizamos el inicio inmediato,2024-07-04
1481,R,Rechazamos el modelo de negocio propuesto,2024-01-28
1482,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2024-01-09
1483,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-01-12
1484,R,Declinamos por preferir una solución en la nube alternativa,2024-08-18
1485,A,Confirmamos el acuerdo de niveles de servicio (SLA),2024-11-12
1486,A,Validamos la propuesta y solicitamos la firma del contrato,2024-10-08
1487,R,No procedemos por falta de alineación con nuestra roadmap tecnológico,2024-04-14
1488,A,Aceptamos la propuesta en su totalidad sin cambios,2025-02-06
1489,A,Aceptamos la modalidad de pago propuesta sin modificaciones,2024-06-13
1490,R,Cancelamos el proyecto por reestructuración organizacional,2024-08-25
1491,R,Descartamos la propuesta ante cambios en regulaciones del sector,2025-01-05
1492,A,Aceptamos la propuesta en su totalidad sin cambios,2024-06-10
1493,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-11-22
1494,R,Declinamos la oferta por considerar excesivos los costos de implementación,2024-03-09
1495,A,Validamos los requisitos funcionales presentados,2024-01-22
1496,R,Rechazamos la propuesta por incompatibilidad con nuestros sistemas actuales,2025-02-18
1497,A,Damos conformidad al plan de capacitación propuesto,2024-01-29
1498,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-05-18
1499,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2024-04-27
1500,R,Rechazamos la propuesta por incompatibilidad con nuestros sistemas actuales,2024-01-17
1501,A,Aceptamos los plazos y entregables establecidos en la propuesta,2025-02-04
1502,A,Aceptamos la propuesta en su totalidad sin cambios,2024-07-18
1503,R,No estamos de acuerdo con los términos comerciales presentados,2024-11-24
1504,R,Rechazamos la solución por falta de soporte técnico local,2024-06-06
1505,R,No estamos de acuerdo con los términos comerciales presentados,2024-09-28
1506,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2024-07-24
1507,R,No aprobamos el contrato debido a cláusulas contractuales no negociables,2024-01-26
1508,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-11-18
1509,A,Estamos de acuerdo con el plan de implementación y damos luz verde para iniciar,2025-03-15
1510,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2024-12-31
1511,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-10-02
1512,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2025-01-06
1513,R,Rechazamos la propuesta por incompatibilidad con nuestros sistemas actuales,2024-08-24
1514,R,Rechazamos la solución por falta de soporte técnico local,2024-04-08
1515,A,Aprobamos la arquitectura tecnológica sugerida,2025-03-24
1516,A,Validamos la propuesta y solicitamos la firma del contrato,2024-03-10
1517,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2024-11-02
1518,A,Aceptamos la implementación piloto bajo los términos acordados,2024-12-08
1519,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2025-03-02
1520,A,Estamos de acuerdo con el plan de implementación y damos luz verde para iniciar,2024-08-23
1521,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2024-11-08
1522,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-02-06
1523,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2024-05-23
1524,A,Validamos los requisitos funcionales presentados,2025-04-09
1525,R,Rechazamos la ampliación de servicios por falta de presupuesto,2025-04-29
1526,R,Descartamos la propuesta ante cambios en regulaciones del sector,2024-06-25
1527,A,Aceptamos la implementación piloto bajo los términos acordados,2024-04-11
1528,A,Validamos los requisitos funcionales presentados,2025-01-08
1529,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2024-06-05
1530,R,No procedemos por falta de alineación con nuestra roadmap tecnológico,2024-02-18
1531,A,Validamos los requisitos funcionales presentados,2024-03-26
1532,R,No aceptamos las licencias propuestas por costos ocultos,2025-01-11
1533,R,Rechazamos la solución por falta de soporte técnico local,2024-04-05
1534,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2025-04-09
1535,A,Confirmamos nuestra satisfacción con la propuesta técnica,2025-01-29
1536,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-08-04
1537,A,Aprobamos la arquitectura tecnológica sugerida,2025-02-23
1538,A,Aprobamos el presupuesto completo sin objeciones,2025-02-16
1539,A,Validamos los requisitos funcionales presentados,2025-03-06
1540,A,Validamos los requisitos funcionales presentados,2024-10-16
1541,A,Estamos de acuerdo con el plan de implementación y damos luz verde para iniciar,2024-12-16
1542,A,Aceptamos los plazos y entregables establecidos en la propuesta,2025-04-29
1543,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2024-04-01
1544,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2025-01-27
1545,A,Confirmamos nuestra aceptación a las condiciones técnicas propuestas,2024-08-09
1546,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2024-02-26
1547,R,No aprobamos el contrato debido a cláusulas contractuales no negociables,2024-12-26
1548,R,Cancelamos el proyecto por reestructuración organizacional,2024-01-22
1549,R,Desestimamos la oferta por incumplir normativas internas,2024-06-09
1550,A,Aprobamos la arquitectura tecnológica sugerida,2024-09-07
1551,R,No estamos de acuerdo con los términos comerciales presentados,2024-08-20
1552,A,Aceptamos la solución propuesta y autorizamos el inicio inmediato,2025-03-10
1553,R,No procedemos por falta de alineación con nuestra roadmap tecnológico,2024-05-07
1554,R,Rechazamos el modelo de negocio propuesto,2024-02-06
1555,A,Confirmamos el acuerdo de niveles de servicio (SLA),2024-06-19
1556,R,Cancelamos el proyecto por reestructuración organizacional,2024-04-22
1557,R,Cancelamos el proyecto por reestructuración organizacional,2024-06-15
1558,R,Rechazamos la inclusión del módulo adicional sugerido,2024-10-22
1559,A,Damos el visto bueno al cronograma presentado y confirmamos el pago inicial,2024-03-01
1560,R,Rechazamos los tiempos de implementación como inviables,2024-09-09
1561,A,Validamos la propuesta y solicitamos la firma del contrato,2024-12-31
1562,A,Aceptamos la escalabilidad propuesta para el sistema,2024-08-30
1563,R,No aceptamos las licencias propuestas por costos ocultos,2024-05-18
1564,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2024-06-10
1565,A,Validamos los requisitos funcionales presentados,2025-01-04
1566,R,Desestimamos la oferta por incumplir normativas internas,2024-08-18
1567,A,Aprobamos el presupuesto completo sin objeciones,2025-02-07
1568,A,Aceptamos la propuesta en su totalidad sin cambios,2025-04-25
1569,R,Rechazamos la propuesta por incompatibilidad con nuestros sistemas actuales,2024-04-12
1570,A,Aceptamos la propuesta en su totalidad sin cambios,2024-01-11
1571,R,Cancelamos el proyecto por reestructuración organizacional,2024-09-01
1572,A,Damos el visto bueno al cronograma presentado y confirmamos el pago inicial,2024-08-10
1573,A,Confirmamos nuestra satisfacción con la propuesta técnica,2024-03-02
1574,A,Aceptamos la propuesta en su totalidad sin cambios,2024-01-28
1575,R,Desestimamos la oferta por incumplir normativas internas,2025-02-12
1576,A,Aceptamos la escalabilidad propuesta para el sistema,2024-10-16
1577,R,Rechazamos la solución por falta de soporte técnico local,2024-08-11
1578,R,Cancelamos el proyecto por reestructuración organizacional,2024-10-06
1579,A,Aprobamos la arquitectura tecnológica sugerida,2024-02-03
1580,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2024-01-19
1581,A,Confirmamos el acuerdo de niveles de servicio (SLA),2025-04-16
1582,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-01-27
1583,R,No aprobamos el contrato debido a cláusulas contractuales no negociables,2024-05-11
1584,R,Declinamos por preferir una solución en la nube alternativa,2024-10-06
1585,A,Confirmamos el acuerdo de niveles de servicio (SLA),2024-03-05
1586,A,Aprobamos la arquitectura tecnológica sugerida,2024-03-15
1587,A,Confirmamos nuestra satisfacción con la propuesta técnica,2025-03-25
1588,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2024-01-24
1589,R,Declinamos la oferta por considerar excesivos los costos de implementación,2024-08-22
1590,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2024-08-07
1591,A,Aceptamos la implementación piloto bajo los términos acordados,2024-06-22
1592,A,Aprobamos el presupuesto completo sin objeciones,2025-03-18
1593,R,Rechazamos la ampliación de servicios por falta de presupuesto,2024-10-29
1594,R,Rechazamos los tiempos de implementación como inviables,2024-11-18
1595,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2025-01-04
1596,R,Rechazamos el modelo de negocio propuesto,2024-07-06
1597,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2024-05-27
1598,R,Desestimamos la oferta por incumplir normativas internas,2024-07-21
1599,R,No aceptamos las licencias propuestas por costos ocultos,2024-01-01
1600,A,Validamos los criterios de aceptación de pruebas,2024-05-26
1601,A,Validamos los requisitos funcionales presentados,2024-04-11
1602,A,Aceptamos la modalidad de pago propuesta sin modificaciones,2024-02-05
1603,A,Aceptamos la implementación piloto bajo los términos acordados,2025-02-23
1604,R,Rechazamos la inclusión del módulo adicional sugerido,2024-03-02
1605,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2025-03-01
1606,A,Aprobamos la arquitectura tecnológica sugerida,2025-03-11
1607,A,Aceptamos la escalabilidad propuesta para el sistema,2024-02-05
1608,R,No procedemos por falta de alineación con nuestra roadmap tecnológico,2024-08-09
1609,A,Confirmamos el acuerdo de niveles de servicio (SLA),2024-12-18
1610,R,Rechazamos la ampliación de servicios por falta de presupuesto,2025-02-03
1611,A,Confirmamos nuestra aceptación a las condiciones técnicas propuestas,2024-09-11
1612,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2024-10-30
1613,R,No aprobamos el contrato debido a cláusulas contractuales no negociables,2024-06-12
1614,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2025-04-17
1615,R,Rechazamos la ampliación de servicios por falta de presupuesto,2024-05-08
1616,A,Aprobamos el presupuesto completo sin objeciones,2024-08-22
1617,A,Confirmamos el acuerdo de niveles de servicio (SLA),2024-01-29
1618,A,Damos el visto bueno al cronograma presentado y confirmamos el pago inicial,2024-03-05
1619,R,Cancelamos el proyecto por reestructuración organizacional,2024-10-04
1620,R,Declinamos la oferta por considerar excesivos los costos de implementación,2024-06-29
1621,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2024-08-05
1622,A,Aceptamos la escalabilidad propuesta para el sistema,2024-11-29
1623,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2025-01-21
1624,A,Aprobamos el alcance del proyecto tal como está definido,2024-02-17
1625,A,Aceptamos la implementación piloto bajo los términos acordados,2024-06-21
1626,R,Desestimamos la oferta por incumplir normativas internas,2024-06-23
1627,R,No estamos de acuerdo con los términos comerciales presentados,2024-01-16
1628,R,No aprobamos el contrato debido a cláusulas contractuales no negociables,2025-03-24
1629,R,Rechazamos los tiempos de implementación como inviables,2025-03-21
1630,R,Rechazamos la propuesta por incompatibilidad con nuestros sistemas actuales,2024-07-12
1631,R,Declinamos por preferir una solución en la nube alternativa,2024-09-14
1632,R,No estamos de acuerdo con los términos comerciales presentados,2024-09-30
1633,A,Aceptamos la modalidad de pago propuesta sin modificaciones,2024-03-27
1634,A,Aceptamos los términos del servicio de mantenimiento,2024-07-22
1635,A,Aceptamos los términos del servicio de mantenimiento,2024-10-14
1636,R,Rechazamos la inclusión del módulo adicional sugerido,2024-07-09
1637,R,Declinamos la oferta por considerar excesivos los costos de implementación,2024-04-07
1638,A,Validamos los requisitos funcionales presentados,2025-03-31
1639,A,Confirmamos nuestra aceptación a las condiciones técnicas propuestas,2024-01-08
1640,R,Rechazamos la inclusión del módulo adicional sugerido,2025-01-12
1641,A,Damos el visto bueno al cronograma presentado y confirmamos el pago inicial,2024-12-20
1642,A,Damos conformidad al plan de capacitación propuesto,2024-09-17
1643,R,Rechazamos los tiempos de implementación como inviables,2024-04-13
1644,A,Aceptamos la escalabilidad propuesta para el sistema,2024-05-15
1645,A,Aceptamos la implementación piloto bajo los términos acordados,2025-02-07
1646,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2024-10-13
1647,A,Aprobamos el presupuesto completo sin objeciones,2024-05-25
1648,R,Rechazamos la solución por falta de soporte técnico local,2024-04-29
1649,R,Declinamos por preferir una solución en la nube alternativa,2024-11-20
1650,A,Aceptamos la escalabilidad propuesta para el sistema,2024-11-14
1651,A,Confirmamos nuestra satisfacción con la propuesta técnica,2024-07-20
1652,A,Validamos los criterios de aceptación de pruebas,2024-06-14
1653,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2024-11-26
1654,R,Rechazamos el modelo de negocio propuesto,2025-04-06
1655,A,Validamos los requisitos funcionales presentados,2024-12-15
1656,R,Declinamos la oferta por considerar excesivos los costos de implementación,2024-03-24
1657,A,Aceptamos los términos del servicio de mantenimiento,2024-10-14
1658,A,Aceptamos la propuesta en su totalidad sin cambios,2024-10-03
1659,R,Rechazamos el modelo de negocio propuesto,2024-01-25
1660,R,Rechazamos los tiempos de implementación como inviables,2024-09-07
1661,A,Autorizamos el inicio del proyecto según lo planificado,2024-03-30
1662,A,Aprobamos la arquitectura tecnológica sugerida,2025-03-07
1663,A,Aprobamos la arquitectura tecnológica sugerida,2024-12-21
1664,A,Confirmamos nuestra satisfacción con la propuesta técnica,2024-11-13
1665,R,Rechazamos la inclusión del módulo adicional sugerido,2024-05-18
1666,A,Validamos la propuesta y solicitamos la firma del contrato,2024-11-08
1667,R,Rechazamos la inclusión del módulo adicional sugerido,2024-11-01
1668,A,Aceptamos la modalidad de pago propuesta sin modificaciones,2025-02-18
