id_solicitud,descripción_solicitud,fecha_solicitud,fecha_firma,id_cliente
SOL-1667,Capacitación técnica al personal,2024-02-25,2024-03-06,3
SOL-1668,Auditoría de procesos internos,2021-01-28,2021-02-01,3
SOL-1669,Revisión de contrato marco,2025-03-24,2025-04-13,3
SOL-1670,Revisión de contrato marco,2022-09-25,2022-09-28,5
SOL-1671,Auditoría de procesos internos,2024-05-01,2024-05-24,4
SOL-1672,Capacitación técnica al personal,2023-01-11,2023-01-13,1
SOL-1673,Implementación de redes locales,2020-07-08,2020-07-10,1
SOL-1674,Implementación de redes locales,2023-08-09,2023-08-18,4
SOL-1675,Desarrollo de sistema a medida,2024-01-09,2024-01-23,1
SOL-1676,Mantenimiento de servidores antiguos,2021-11-23,2021-12-18,3
SOL-1677,Capacitación técnica al personal,2022-09-19,2022-10-11,3
SOL-1678,Actualización de sistema contable,2024-10-17,2024-11-08,3
SOL-1679,Auditoría de procesos internos,2021-06-29,2021-07-10,5
SOL-1680,Evaluación de satisfacción del cliente,2020-12-11,2021-01-08,3
SOL-1681,Mantenimiento de servidores antiguos,2023-11-28,2023-12-24,2
SOL-1682,Mantenimiento de servidores antiguos,2024-05-29,2024-06-10,4
SOL-1683,Mantenimiento de servidores antiguos,2021-12-01,2021-12-02,1
SOL-1684,Implementación de redes locales,2024-08-15,2024-08-19,2
SOL-1685,Evaluación de satisfacción del cliente,2023-12-02,2023-12-07,2
SOL-1686,Evaluación de satisfacción del cliente,2024-02-11,2024-03-07,1
SOL-1687,Actualización de sistema contable,2023-02-14,2023-03-14,1
SOL-1688,Auditoría de procesos internos,2023-03-11,2023-03-14,5
SOL-1689,Actualización de sistema contable,2022-02-28,2022-03-22,3
SOL-1690,Auditoría de procesos internos,2022-12-28,2023-01-13,3
SOL-1691,Desarrollo de sistema a medida,2023-03-04,2023-03-04,1
SOL-1692,Instalación de cableado estructurado,2023-10-14,2023-10-17,5
SOL-1693,Implementación de redes locales,2023-08-05,2023-09-04,3
SOL-1694,Instalación de cableado estructurado,2021-12-31,2021-12-31,4
SOL-1695,Instalación de cableado estructurado,2025-04-06,2025-04-16,3
SOL-1696,Capacitación técnica al personal,2024-11-07,2024-11-20,1
SOL-1697,Mantenimiento de servidores antiguos,2022-06-11,2022-06-13,1
SOL-1698,Revisión de contrato marco,2023-10-11,2023-10-11,3
SOL-1699,Evaluación de satisfacción del cliente,2024-03-23,2024-04-08,4
SOL-1700,Desarrollo de sistema a medida,2023-09-21,2023-09-30,2
SOL-1701,Instalación de cableado estructurado,2022-12-26,2023-01-01,3
SOL-1702,Capacitación técnica al personal,2022-11-27,2022-12-22,5
SOL-1703,Implementación de redes locales,2021-10-13,2021-10-19,2
SOL-1704,Consultoría para digitalización,2022-07-02,2022-07-06,2
SOL-1705,Instalación de cableado estructurado,2024-09-09,2024-10-05,1
SOL-1706,Revisión de contrato marco,2020-09-25,2020-10-24,5
SOL-1707,Actualización de sistema contable,2020-06-21,2020-07-19,5
SOL-1708,Instalación de cableado estructurado,2022-03-08,2022-03-19,1
SOL-1709,Revisión de contrato marco,2021-06-26,2021-06-30,4
SOL-1710,Auditoría de procesos internos,2020-01-31,2020-02-20,4
SOL-1711,Instalación de cableado estructurado,2022-04-28,2022-05-06,4
SOL-1712,Mantenimiento de servidores antiguos,2024-01-28,2024-02-17,5
SOL-1713,Desarrollo de sistema a medida,2025-03-17,2025-03-19,4
SOL-1714,Capacitación técnica al personal,2021-04-26,2021-05-10,3
SOL-1715,Evaluación de satisfacción del cliente,2024-08-15,2024-09-11,5
SOL-1716,Desarrollo de sistema a medida,2020-06-13,2020-06-29,4
SOL-1717,Instalación de cableado estructurado,2021-11-12,2021-12-12,1
SOL-1718,Evaluación de satisfacción del cliente,2022-03-07,2022-03-29,5
SOL-1719,Implementación de redes locales,2021-08-21,2021-08-22,1
SOL-1720,Capacitación técnica al personal,2021-04-24,2021-05-19,3
SOL-1721,Instalación de cableado estructurado,2024-09-21,2024-10-18,5
SOL-1722,Instalación de cableado estructurado,2021-03-06,2021-03-12,4
SOL-1723,Actualización de sistema contable,2024-12-06,2024-12-17,3
SOL-1724,Capacitación técnica al personal,2021-07-26,2021-07-30,1
SOL-1725,Consultoría para digitalización,2021-07-31,2021-08-23,4
SOL-1726,Revisión de contrato marco,2022-04-13,2022-05-13,5
SOL-1727,Implementación de redes locales,2021-06-26,2021-06-29,1
SOL-1728,Revisión de contrato marco,2021-12-14,2022-01-05,5
SOL-1729,Instalación de cableado estructurado,2024-06-16,2024-07-05,1
SOL-1730,Mantenimiento de servidores antiguos,2021-11-15,2021-11-26,5
SOL-1731,Implementación de redes locales,2024-11-29,2024-12-22,1
SOL-1732,Capacitación técnica al personal,2020-09-18,2020-10-18,2
SOL-1733,Auditoría de procesos internos,2023-09-14,2023-09-23,1
SOL-1734,Evaluación de satisfacción del cliente,2024-05-12,2024-05-25,4
SOL-1735,Mantenimiento de servidores antiguos,2021-05-19,2021-05-24,4
SOL-1736,Instalación de cableado estructurado,2020-05-28,2020-06-22,4
SOL-1737,Evaluación de satisfacción del cliente,2020-09-01,2020-09-18,2
SOL-1738,Implementación de redes locales,2020-12-27,2020-12-29,4
SOL-1739,Capacitación técnica al personal,2023-10-18,2023-11-09,1
SOL-1740,Actualización de sistema contable,2022-09-08,2022-10-07,5
SOL-1741,Implementación de redes locales,2023-10-09,2023-10-26,2
SOL-1742,Actualización de sistema contable,2023-03-28,2023-04-05,5
SOL-1743,Implementación de redes locales,2024-05-14,2024-06-12,1
SOL-1744,Instalación de cableado estructurado,2022-02-02,2022-02-05,2
SOL-1745,Evaluación de satisfacción del cliente,2023-01-27,2023-02-06,2
SOL-1746,Revisión de contrato marco,2020-05-13,2020-06-10,2
SOL-1747,Implementación de redes locales,2024-05-22,2024-06-12,3
SOL-1748,Capacitación técnica al personal,2022-01-30,2022-02-06,1
SOL-1749,Instalación de cableado estructurado,2024-11-16,2024-12-15,5
SOL-1750,Mantenimiento de servidores antiguos,2023-09-03,2023-09-24,1
SOL-1751,Mantenimiento de servidores antiguos,2020-10-11,2020-11-01,4
SOL-1752,Capacitación técnica al personal,2024-05-19,2024-05-20,2
SOL-1753,Mantenimiento de servidores antiguos,2021-08-18,2021-08-30,1
SOL-1754,Actualización de sistema contable,2020-02-10,2020-02-15,4
SOL-1755,Evaluación de satisfacción del cliente,2024-05-06,2024-06-01,4
SOL-1756,Implementación de redes locales,2025-02-07,2025-02-08,1
SOL-1757,Instalación de cableado estructurado,2024-06-25,2024-07-05,3
SOL-1758,Implementación de redes locales,2022-04-27,2022-05-21,5
SOL-1759,Instalación de cableado estructurado,2023-08-26,2023-08-28,2
SOL-1760,Auditoría de procesos internos,2023-09-07,2023-09-28,4
SOL-1761,Mantenimiento de servidores antiguos,2022-04-22,2022-05-09,4
SOL-1762,Consultoría para digitalización,2024-10-12,2024-10-30,2
SOL-1763,Consultoría para digitalización,2021-05-11,2021-06-01,4
SOL-1764,Mantenimiento de servidores antiguos,2020-12-16,2020-12-16,4
SOL-1765,Implementación de redes locales,2023-12-21,2023-12-21,5
SOL-1766,Mantenimiento de servidores antiguos,2023-06-26,2023-07-08,5
SOL-1767,Desarrollo de sistema a medida,2022-07-23,2022-08-02,1
SOL-1768,Desarrollo de sistema a medida,2024-07-06,2024-07-21,5
SOL-1769,Consultoría para digitalización,2020-07-19,2020-07-29,2
SOL-1770,Evaluación de satisfacción del cliente,2025-01-02,2025-01-06,2
SOL-1771,Capacitación técnica al personal,2022-08-02,2022-08-25,5
SOL-1772,Instalación de cableado estructurado,2021-06-29,2021-07-07,4
SOL-1773,Evaluación de satisfacción del cliente,2022-01-23,2022-02-22,2
SOL-1774,Desarrollo de sistema a medida,2022-09-29,2022-09-29,4
SOL-1775,Revisión de contrato marco,2023-05-16,2023-06-05,5
SOL-1776,Mantenimiento de servidores antiguos,2022-07-29,2022-08-19,5
SOL-1777,Actualización de sistema contable,2022-09-13,2022-10-01,2
SOL-1778,Mantenimiento de servidores antiguos,2021-12-21,2021-12-21,1
SOL-1779,Auditoría de procesos internos,2023-04-08,2023-04-28,3
SOL-1780,Mantenimiento de servidores antiguos,2022-12-05,2022-12-31,4
SOL-1781,Desarrollo de sistema a medida,2022-09-11,2022-10-11,4
SOL-1782,Capacitación técnica al personal,2021-10-12,2021-10-21,3
SOL-1783,Instalación de cableado estructurado,2021-03-31,2021-04-03,4
SOL-1784,Capacitación técnica al personal,2020-03-04,2020-03-29,2
SOL-1785,Instalación de cableado estructurado,2025-04-04,2025-04-16,5
SOL-1786,Evaluación de satisfacción del cliente,2022-07-22,2022-07-29,5
SOL-1787,Capacitación técnica al personal,2023-01-09,2023-01-26,2
SOL-1788,Consultoría para digitalización,2024-09-05,2024-09-24,3
SOL-1789,Auditoría de procesos internos,2023-05-10,2023-06-02,4
SOL-1790,Evaluación de satisfacción del cliente,2025-01-23,2025-01-25,3
SOL-1791,Revisión de contrato marco,2021-01-24,2021-02-08,3
SOL-1792,Mantenimiento de servidores antiguos,2021-02-01,2021-02-23,1
SOL-1793,Instalación de cableado estructurado,2023-09-30,2023-10-03,5
SOL-1794,Capacitación técnica al personal,2023-12-28,2023-12-29,3
SOL-1795,Desarrollo de sistema a medida,2020-05-12,2020-05-16,5
SOL-1796,Capacitación técnica al personal,2024-06-07,2024-06-24,2
SOL-1797,Actualización de sistema contable,2021-01-16,2021-02-15,4
SOL-1798,Implementación de redes locales,2024-06-02,2024-06-30,1
SOL-1799,Actualización de sistema contable,2021-07-26,2021-08-07,2
SOL-1800,Mantenimiento de servidores antiguos,2022-12-31,2023-01-24,4
SOL-1801,Revisión de contrato marco,2022-03-04,2022-03-07,5
SOL-1802,Revisión de contrato marco,2020-03-06,2020-03-15,1
SOL-1803,Implementación de redes locales,2024-09-23,2024-10-11,3
SOL-1804,Implementación de redes locales,2021-07-15,2021-07-22,4
SOL-1805,Instalación de cableado estructurado,2020-10-05,2020-10-17,3
SOL-1806,Desarrollo de sistema a medida,2022-10-13,2022-11-11,3
SOL-1807,Instalación de cableado estructurado,2020-06-15,2020-06-24,1
SOL-1808,Desarrollo de sistema a medida,2020-01-22,2020-02-06,1
SOL-1809,Actualización de sistema contable,2021-08-18,2021-09-10,3
SOL-1810,Actualización de sistema contable,2020-05-08,2020-05-15,5
SOL-1811,Auditoría de procesos internos,2020-05-04,2020-05-26,1
SOL-1812,Implementación de redes locales,2024-06-26,2024-06-28,2
SOL-1813,Desarrollo de sistema a medida,2020-02-26,2020-03-08,1
SOL-1814,Mantenimiento de servidores antiguos,2020-05-07,2020-05-13,1
SOL-1815,Actualización de sistema contable,2024-02-19,2024-03-08,3
SOL-1816,Evaluación de satisfacción del cliente,2023-07-13,2023-07-14,3
SOL-1817,Mantenimiento de servidores antiguos,2022-06-02,2022-06-26,2
SOL-1818,Desarrollo de sistema a medida,2020-11-22,2020-12-11,4
SOL-1819,Auditoría de procesos internos,2023-03-10,2023-04-05,2
SOL-1820,Consultoría para digitalización,2023-06-23,2023-06-30,2
SOL-1821,Revisión de contrato marco,2021-05-22,2021-05-30,3
SOL-1822,Mantenimiento de servidores antiguos,2024-12-14,2024-12-28,5
SOL-1823,Evaluación de satisfacción del cliente,2024-01-26,2024-02-21,2
SOL-1824,Capacitación técnica al personal,2020-06-14,2020-06-25,1
SOL-1825,Auditoría de procesos internos,2021-08-24,2021-09-12,4
SOL-1826,Instalación de cableado estructurado,2020-04-24,2020-05-20,4
SOL-1827,Evaluación de satisfacción del cliente,2020-06-06,2020-06-11,1
SOL-1828,Evaluación de satisfacción del cliente,2021-11-27,2021-12-17,2
SOL-1829,Actualización de sistema contable,2024-08-24,2024-08-31,5
SOL-1830,Auditoría de procesos internos,2020-04-12,2020-04-18,3
SOL-1831,Instalación de cableado estructurado,2020-01-23,2020-02-12,2
SOL-1832,Consultoría para digitalización,2020-03-23,2020-04-12,5
SOL-1833,Actualización de sistema contable,2023-10-18,2023-10-23,2
SOL-1834,Evaluación de satisfacción del cliente,2021-01-18,2021-02-04,4
SOL-1835,Evaluación de satisfacción del cliente,2020-12-02,2020-12-19,5
SOL-1836,Revisión de contrato marco,2022-04-12,2022-05-12,3
SOL-1837,Mantenimiento de servidores antiguos,2021-07-06,2021-07-12,1
SOL-1838,Actualización de sistema contable,2025-04-13,2025-04-18,1
SOL-1839,Auditoría de procesos internos,2021-01-13,2021-02-12,5
SOL-1840,Auditoría de procesos internos,2021-09-22,2021-10-04,5
SOL-1841,Consultoría para digitalización,2024-02-22,2024-02-27,2
SOL-1842,Evaluación de satisfacción del cliente,2020-07-25,2020-08-04,2
SOL-1843,Evaluación de satisfacción del cliente,2024-06-23,2024-07-19,3
SOL-1844,Revisión de contrato marco,2021-03-20,2021-04-04,1
SOL-1845,Evaluación de satisfacción del cliente,2024-12-02,2024-12-02,1
SOL-1846,Consultoría para digitalización,2022-03-23,2022-03-27,5
SOL-1847,Capacitación técnica al personal,2020-09-21,2020-10-09,2
SOL-1848,Revisión de contrato marco,2021-01-15,2021-01-20,3
SOL-1849,Desarrollo de sistema a medida,2022-08-09,2022-08-12,3
SOL-1850,Actualización de sistema contable,2021-09-17,2021-09-25,4
SOL-1851,Desarrollo de sistema a medida,2021-10-23,2021-11-01,1
SOL-1852,Desarrollo de sistema a medida,2024-09-07,2024-09-15,1
SOL-1853,Actualización de sistema contable,2022-01-10,2022-02-06,5
SOL-1854,Instalación de cableado estructurado,2024-01-29,2024-02-14,5
SOL-1855,Capacitación técnica al personal,2023-01-20,2023-01-31,2
SOL-1856,Capacitación técnica al personal,2021-10-29,2021-11-01,2
SOL-1857,Instalación de cableado estructurado,2024-02-04,2024-03-02,2
SOL-1858,Implementación de redes locales,2023-02-23,2023-03-07,5
SOL-1859,Evaluación de satisfacción del cliente,2020-06-20,2020-07-05,5
SOL-1860,Implementación de redes locales,2020-10-26,2020-11-17,4
SOL-1861,Mantenimiento de servidores antiguos,2024-06-16,2024-07-12,3
SOL-1862,Actualización de sistema contable,2024-10-23,2024-11-03,4
SOL-1863,Instalación de cableado estructurado,2021-10-06,2021-10-27,4
SOL-1864,Revisión de contrato marco,2024-05-25,2024-05-30,2
SOL-1865,Implementación de redes locales,2023-02-10,2023-02-12,1
SOL-1866,Evaluación de satisfacción del cliente,2020-10-30,2020-11-08,2
SOL-1867,Auditoría de procesos internos,2022-02-23,2022-03-16,4
SOL-1868,Instalación de cableado estructurado,2020-10-20,2020-11-17,2
SOL-1869,Desarrollo de sistema a medida,2024-11-29,2024-12-14,4
SOL-1870,Mantenimiento de servidores antiguos,2020-01-25,2020-02-07,3
SOL-1871,Auditoría de procesos internos,2020-07-30,2020-08-09,2
SOL-1872,Implementación de redes locales,2021-03-18,2021-04-15,5
SOL-1873,Revisión de contrato marco,2021-10-07,2021-11-04,5
SOL-1874,Implementación de redes locales,2022-10-14,2022-10-18,3
SOL-1875,Desarrollo de sistema a medida,2021-05-22,2021-06-15,4
SOL-1876,Revisión de contrato marco,2024-02-24,2024-03-13,5
SOL-1877,Mantenimiento de servidores antiguos,2022-10-06,2022-10-08,4
SOL-1878,Auditoría de procesos internos,2020-07-30,2020-08-13,3
SOL-1879,Capacitación técnica al personal,2023-03-30,2023-04-26,4
SOL-1880,Instalación de cableado estructurado,2021-01-25,2021-02-02,3
SOL-1881,Actualización de sistema contable,2024-03-21,2024-04-16,1
SOL-1882,Mantenimiento de servidores antiguos,2020-08-27,2020-09-20,4
SOL-1883,Revisión de contrato marco,2023-09-07,2023-10-02,3
SOL-1884,Capacitación técnica al personal,2020-11-25,2020-12-01,2
SOL-1885,Revisión de contrato marco,2021-10-04,2021-11-01,1
SOL-1886,Consultoría para digitalización,2020-12-12,2020-12-23,5
SOL-1887,Evaluación de satisfacción del cliente,2020-02-25,2020-03-12,2
SOL-1888,Instalación de cableado estructurado,2024-10-06,2024-10-12,1
SOL-1889,Auditoría de procesos internos,2021-12-07,2021-12-12,2
SOL-1890,Implementación de redes locales,2022-03-07,2022-03-18,3
SOL-1891,Implementación de redes locales,2021-01-22,2021-02-11,3
SOL-1892,Auditoría de procesos internos,2023-08-21,2023-09-16,5
SOL-1893,Mantenimiento de servidores antiguos,2023-12-08,2023-12-12,5
SOL-1894,Desarrollo de sistema a medida,2023-09-04,2023-09-10,5
SOL-1895,Revisión de contrato marco,2020-07-24,2020-08-09,2
SOL-1896,Auditoría de procesos internos,2024-02-08,2024-02-11,5
SOL-1897,Capacitación técnica al personal,2023-08-08,2023-08-14,1
SOL-1898,Implementación de redes locales,2023-03-12,2023-04-01,5
SOL-1899,Desarrollo de sistema a medida,2022-01-28,2022-02-20,1
SOL-1900,Auditoría de procesos internos,2021-12-18,2021-12-31,1
SOL-1901,Mantenimiento de servidores antiguos,2020-11-07,2020-11-29,1
SOL-1902,Evaluación de satisfacción del cliente,2020-08-30,2020-09-12,5
SOL-1903,Auditoría de procesos internos,2021-09-25,2021-10-22,4
SOL-1904,Capacitación técnica al personal,2022-10-03,2022-10-31,3
SOL-1905,Capacitación técnica al personal,2025-04-10,2025-04-10,5
SOL-1906,Actualización de sistema contable,2020-04-13,2020-04-29,2
SOL-1907,Auditoría de procesos internos,2024-07-15,2024-07-24,5
SOL-1908,Instalación de cableado estructurado,2022-09-16,2022-10-09,2
SOL-1909,Instalación de cableado estructurado,2022-06-21,2022-07-16,3
SOL-1910,Mantenimiento de servidores antiguos,2021-04-14,2021-05-10,3
SOL-1911,Actualización de sistema contable,2024-05-29,2024-05-29,2
SOL-1912,Capacitación técnica al personal,2023-06-11,2023-06-23,3
SOL-1913,Capacitación técnica al personal,2021-02-19,2021-03-11,2
SOL-1914,Revisión de contrato marco,2020-10-30,2020-11-27,5
SOL-1915,Evaluación de satisfacción del cliente,2025-02-24,2025-03-21,1
SOL-1916,Actualización de sistema contable,2024-07-17,2024-08-12,3
SOL-1917,Capacitación técnica al personal,2023-06-05,2023-06-13,5
SOL-1918,Capacitación técnica al personal,2021-01-03,2021-01-28,2
SOL-1919,Revisión de contrato marco,2025-01-22,2025-01-28,5
SOL-1920,Consultoría para digitalización,2022-12-15,2022-12-27,5
SOL-1921,Capacitación técnica al personal,2023-09-04,2023-09-23,4
SOL-1922,Consultoría para digitalización,2023-07-11,2023-07-25,3
SOL-1923,Auditoría de procesos internos,2024-07-19,2024-08-01,1
SOL-1924,Instalación de cableado estructurado,2023-11-18,2023-12-06,1
SOL-1925,Capacitación técnica al personal,2024-08-16,2024-09-13,2
SOL-1926,Consultoría para digitalización,2024-05-02,2024-05-04,2
SOL-1927,Implementación de redes locales,2020-12-27,2021-01-11,4
SOL-1928,Instalación de cableado estructurado,2021-08-01,2021-08-13,1
SOL-1929,Capacitación técnica al personal,2023-01-11,2023-01-13,2
SOL-1930,Desarrollo de sistema a medida,2022-08-26,2022-09-04,5
SOL-1931,Instalación de cableado estructurado,2022-05-08,2022-05-16,2
SOL-1932,Revisión de contrato marco,2022-10-15,2022-11-08,3
SOL-1933,Mantenimiento de servidores antiguos,2020-06-16,2020-06-24,3
SOL-1934,Revisión de contrato marco,2020-02-24,2020-02-25,5
SOL-1935,Actualización de sistema contable,2020-08-18,2020-09-15,5
SOL-1936,Revisión de contrato marco,2025-01-09,2025-01-12,4
SOL-1937,Desarrollo de sistema a medida,2022-09-05,2022-09-06,1
SOL-1938,Consultoría para digitalización,2023-09-24,2023-09-29,4
SOL-1939,Auditoría de procesos internos,2024-06-08,2024-07-08,1
SOL-1940,Actualización de sistema contable,2021-10-08,2021-10-11,2
SOL-1941,Auditoría de procesos internos,2022-03-28,2022-04-19,4
SOL-1942,Desarrollo de sistema a medida,2021-01-21,2021-02-19,1
SOL-1943,Implementación de redes locales,2024-01-21,2024-02-17,4
SOL-1944,Evaluación de satisfacción del cliente,2022-06-12,2022-06-25,4
SOL-1945,Evaluación de satisfacción del cliente,2023-04-10,2023-04-30,4
SOL-1946,Revisión de contrato marco,2023-09-06,2023-09-12,5
SOL-1947,Mantenimiento de servidores antiguos,2023-05-14,2023-05-20,4
SOL-1948,Auditoría de procesos internos,2023-08-17,2023-09-12,3
SOL-1949,Mantenimiento de servidores antiguos,2021-02-15,2021-03-06,5
SOL-1950,Implementación de redes locales,2020-08-22,2020-09-07,4
SOL-1951,Revisión de contrato marco,2020-08-04,2020-08-11,4
SOL-1952,Auditoría de procesos internos,2021-12-23,2022-01-17,3
SOL-1953,Consultoría para digitalización,2023-08-11,2023-08-23,3
SOL-1954,Evaluación de satisfacción del cliente,2024-05-04,2024-05-10,4
SOL-1955,Revisión de contrato marco,2023-04-05,2023-04-09,5
SOL-1956,Auditoría de procesos internos,2021-09-06,2021-09-26,2
SOL-1957,Mantenimiento de servidores antiguos,2023-11-24,2023-11-30,1
SOL-1958,Mantenimiento de servidores antiguos,2022-05-28,2022-06-17,5
SOL-1959,Instalación de cableado estructurado,2023-12-16,2024-01-13,2
SOL-1960,Mantenimiento de servidores antiguos,2021-08-23,2021-08-23,3
SOL-1961,Instalación de cableado estructurado,2022-08-07,2022-08-26,3
SOL-1962,Revisión de contrato marco,2022-05-14,2022-05-21,4
SOL-1963,Revisión de contrato marco,2022-11-15,2022-12-13,4
SOL-1964,Actualización de sistema contable,2024-05-01,2024-05-06,4
SOL-1965,Actualización de sistema contable,2024-04-24,2024-05-01,4
SOL-1966,Instalación de cableado estructurado,2021-10-13,2021-10-23,4
SOL-1967,Consultoría para digitalización,2024-06-08,2024-06-30,5
SOL-1968,Implementación de redes locales,2023-08-25,2023-09-04,5
SOL-1969,Desarrollo de sistema a medida,2022-11-05,2022-11-17,1
SOL-1970,Evaluación de satisfacción del cliente,2022-03-02,2022-03-15,3
SOL-1971,Instalación de cableado estructurado,2020-03-18,2020-04-09,1
SOL-1972,Instalación de cableado estructurado,2023-05-05,2023-05-06,1
SOL-1973,Capacitación técnica al personal,2023-07-03,2023-07-14,1
SOL-1974,Mantenimiento de servidores antiguos,2021-02-09,2021-03-10,4
SOL-1975,Consultoría para digitalización,2020-10-26,2020-11-07,5
SOL-1976,Implementación de redes locales,2021-03-22,2021-03-23,5
SOL-1977,Capacitación técnica al personal,2023-03-02,2023-03-08,3
SOL-1978,Mantenimiento de servidores antiguos,2024-02-17,2024-02-20,4
SOL-1979,Capacitación técnica al personal,2022-11-24,2022-12-14,3
SOL-1980,Auditoría de procesos internos,2021-01-30,2021-01-30,1
SOL-1981,Actualización de sistema contable,2022-09-18,2022-10-10,4
SOL-1982,Mantenimiento de servidores antiguos,2024-03-30,2024-04-07,5
SOL-1983,Capacitación técnica al personal,2020-12-05,2020-12-16,5
SOL-1984,Auditoría de procesos internos,2025-04-06,2025-04-14,4
SOL-1985,Implementación de redes locales,2025-02-05,2025-02-22,5
SOL-1986,Actualización de sistema contable,2021-03-25,2021-03-29,3
SOL-1987,Revisión de contrato marco,2022-02-28,2022-03-06,1
SOL-1988,Auditoría de procesos internos,2024-01-08,2024-01-25,4
SOL-1989,Mantenimiento de servidores antiguos,2021-07-07,2021-08-04,5
SOL-1990,Capacitación técnica al personal,2024-11-14,2024-12-12,4
SOL-1991,Evaluación de satisfacción del cliente,2024-08-31,2024-09-11,1
SOL-1992,Capacitación técnica al personal,2022-05-09,2022-05-29,4
SOL-1993,Instalación de cableado estructurado,2023-05-17,2023-05-30,1
SOL-1994,Desarrollo de sistema a medida,2024-05-31,2024-06-30,2
SOL-1995,Revisión de contrato marco,2021-09-22,2021-10-08,2
SOL-1996,Evaluación de satisfacción del cliente,2023-06-08,2023-06-28,1
SOL-1997,Implementación de redes locales,2021-12-29,2022-01-28,2
SOL-1998,Capacitación técnica al personal,2021-09-23,2021-10-20,3
SOL-1999,Capacitación técnica al personal,2021-06-09,2021-06-13,1
SOL-2000,Revisión de contrato marco,2023-01-20,2023-02-05,3
